stable_ref,paragraph_id,run_start,run_end,internal_quote_chars,disposition,run_text
LDC.T24.E0010.P070,LDC.T24.E0010.P070,0,52,1,PRESERVED_INSIDE_RUN,'- pour profiter de l’enchantement de tes « Je t’aime'
LDC.T24.E0046.P070,LDC.T24.E0046.P070,0,61,2,PRESERVED_INSIDE_RUN,"'- qui s’est imposée sur le « rien » par son Fiat Créateur, et'"
LDC.T24.E0010.P071,LDC.T24.E0010.P071,0,225,1,PRESERVED_INSIDE_RUN,"'Or si ce merveilleux enchantement demeure caché aux créatures, il ne l’est pas au Ciel Là les habitants peuvent profiter de l’enchantement "
LDC.T24.E0010.P072,LDC.T24.E0010.P072,0,184,2,PRESERVED_INSIDE_RUN,"'Ils sentent que leurs « Je t’aime » s’harmonisent avec les tiens Ils ne se sentent pas séparés de la terre parce que l’Amour les réunit, fo"
LDC.T24.E0037.P073,LDC.T24.E0037.P073,0,116,1,PRESERVED_INSIDE_RUN,'Je t’attends dans chacun de Mes Actes pour pouvoir dire : « La petite fille de Ma Volonté ne M’a jamais laissé seul.'
LDC.T24.E0010.P074,LDC.T24.E0010.P074,0,88,1,PRESERVED_INSIDE_RUN,'Je ne Me suis pas fatigué de les orner pour toi de Mes incessants et répétés « Je t’aime'
LDC.T24.E0030.P074,LDC.T24.E0030.P074,0,50,1,PRESERVED_INSIDE_RUN,'dont Elle ne dise à l’âme : « Faisons-le ensemble.'
LDC.T24.E0010.P075,LDC.T24.E0010.P075,0,49,1,PRESERVED_INSIDE_RUN,'Je ne Me suis pas lassé de placer Mes « Je t’aime'
LDC.T24.E0045.P085,LDC.T24.E0045.P085,0,55,1,PRESERVED_INSIDE_RUN,'Personne ne peut dire : «Il ne Me donne pas sa lumière.'
LDC.T24.E0040.P098,LDC.T24.E0040.P098,0,66,1,PRESERVED_INSIDE_RUN,"'Tout en dormant, Il répétait : « Mes deux Mamans, Mes deux Mamans…'"
LDC.T24.E0040.P100,LDC.T24.E0040.P100,0,93,1,PRESERVED_INSIDE_RUN,'Comme cela touchait le cœur de Le voir interrompre son sommeil pour dire : « Mes deux Mamans…'
LDC.T25.E0004.P023,LDC.T25.E0004.P023,0,226,2,PRESERVED_INSIDE_RUN,"'Elle fait se lever et se placer toutes les Œuvres divines en « attitude », tantôt elle joue une Mélodie divine, tantôt elle joue une scène "
LDC.T25.E0030.P023,LDC.T25.E0030.P023,0,62,2,PRESERVED_INSIDE_RUN,"'- ravi par chacun des « Je t’aime » de Celui qui l’avait créé,'"
LDC.T25.E0030.P028,LDC.T25.E0030.P028,0,142,2,PRESERVED_INSIDE_RUN,"'- ne lui a pas laissé perdre un seul de nos « Je t’aime », auquel il répondait par le sien. C’était charmant et même enchanteur de l’entend"
LDC.T25.E0030.P029,LDC.T25.E0030.P029,0,130,2,PRESERVED_INSIDE_RUN,"'La Puissance de notre divin Fiat prenait le « Je t’aime » de notre fils, le cher joyau de notre Cœur, sur les ailes de sa Lumière.'"
LDC.T25.E0018.P030,LDC.T25.E0018.P030,0,91,2,PRESERVED_INSIDE_RUN,'Nous voulions créer « des cieux et des soleils qui parlent » dans la profondeur de son âme.'
LDC.T25.E0030.P030,LDC.T25.E0030.P030,0,126,2,PRESERVED_INSIDE_RUN,"'Envahissant toute la Création, il nous faisait entendre en chaque chose créée son continuel « Je t’aime » tout comme le Nôtre.'"
LDC.T25.E0017.P038,LDC.T25.E0017.P038,0,58,2,PRESERVED_INSIDE_RUN,"'- de te dire un « Je t’aime », comme en réponse aux tiens.'"
LDC.T25.E0017.P067,LDC.T25.E0017.P067,0,63,2,PRESERVED_INSIDE_RUN,"'Alors que notre Volonté, « une » en Elle-même, devait maintenir'"
LDC.T25.E0001.P091,LDC.T25.E0001.P091,0,206,2,PRESERVED_INSIDE_RUN,"'Il ne peut être comparé à la lampe qui brûle devant Mon tabernacle d’Amour. D’autant plus que Ma Volonté Divine étant en toi, tu formes le "
LDC.T25.E0032.P101,LDC.T25.E0032.P101,0,57,3,PRESERVED_INSIDE_RUN,"'C’était bien Elle, parce que « Verbum » signifie « Parole'"
LDC.T25.E0032.P114,LDC.T25.E0032.P114,0,117,2,PRESERVED_INSIDE_RUN,'Le «Fiat Voluntas Tua sur la terre comme au Ciel» est précisément cela : que l’homme revienne dans Ma Volonté Divine.'
LDC.T26.E0002.P009,LDC.T26.E0002.P009,0,221,2,PRESERVED_INSIDE_RUN,"'Notre divin Fiat, avec sa Puissance créatrice, opérante et vivifiante, a produit la Création tout entière. Au moment où le « Fiat » fut pro"
LDC.T26.E0022.P013,LDC.T26.E0022.P013,0,183,2,PRESERVED_INSIDE_RUN,"'Il est comme la tête par rapport aux membres. Si quelqu’un voulait dire : « Je peux vivre sans tête », cela lui serait impossible. Cette si"
LDC.T26.E0010.P029,LDC.T26.E0010.P029,0,139,2,PRESERVED_INSIDE_RUN,"'La Lumière de Mon Vouloir te fait courir pour placer tes « Je Vous aime » qu’Il libère de son Sein de Lumière sur toutes les choses créées,"
LDC.T26.E0010.P030,LDC.T26.E0010.P030,0,76,2,PRESERVED_INSIDE_RUN,'- afin de voir toute la Création ornée de ses « Je Vous aime » et des tiens.'
LDC.T26.E0010.P033,LDC.T26.E0010.P033,0,115,2,PRESERVED_INSIDE_RUN,'Mon Amour est Nourriture. Chacun de tes « Je t’aime » est une gorgée de nourriture que tu donnes à mon Fiat en toi.'
LDC.T26.E0013.P036,LDC.T26.E0013.P036,0,56,1,PRESERVED_INSIDE_RUN,'- de te dire : « Je veux donner ce que l’homme a rejeté.'
LDC.T26.E0008.P040,LDC.T26.E0008.P040,0,168,4,PRESERVED_INSIDE_RUN,"'- l’espérance du Royaume de ma Volonté Divine sur la terre. Cette espérance qui ne dit pas « doute », mais « certitude ». Parce que son Roy"
LDC.T26.E0014.P074,LDC.T26.E0014.P074,0,93,2,PRESERVED_INSIDE_RUN,"'Mais lorsque cette lumière « une » touche la terre, les effets en sont innombrables et réels.'"
LDC.T26.E0009.P118,LDC.T26.E0009.P118,0,144,1,PRESERVED_INSIDE_RUN,"'Et parce qu’il L’a rejetée, il a fait de Moi le Dieu taciturne. Combien Je souffre ! » Quel Amour réprimé, qui Me faisait défaillir et déli"
LDC.T27.E0012.P008,LDC.T27.E0012.P008,35,153,2,PRESERVED_INSIDE_RUN,"'Ma fille, Je suis le Centre de toute la Création, mais un Centre « seul ». Tout est autour de Moi. Tout dépend de Moi.'"
LDC.T27.E0004.P009,LDC.T27.E0004.P009,0,70,3,PRESERVED_INSIDE_RUN,"'Parce que, comme la Création est le « rien », ils ont besoin du « Tout'"
LDC.T27.E0024.P051,LDC.T27.E0024.P051,0,96,2,PRESERVED_INSIDE_RUN,"'Notre Parole est porteuse de Vie. N’est-ce pas notre Parole « Fiat » qui, en se prononçant, créa'"
LDC.T27.E0024.P055,LDC.T27.E0024.P055,0,116,2,PRESERVED_INSIDE_RUN,"'Jusqu’à ce que fût prononcé le « Fiat », tout était en Nous. Lorsqu’Il fut prononcé, Il peupla les cieux et la terre'"
LDC.T27.E0024.P071,LDC.T27.E0024.P071,0,39,2,PRESERVED_INSIDE_RUN,"'Je disais « Fiat », puis Je M’arrêtais.'"
LDC.T27.E0021.P095,LDC.T27.E0021.P095,0,63,1,PRESERVED_INSIDE_RUN,'Je peux dire : « Tous les maux tombent en Moi et autour de Moi.'
LDC.T28.E0001.P013,LDC.T28.E0001.P013,0,76,1,PRESERVED_INSIDE_RUN,"'Par conséquent, quiconque vit dans Mon divin Vouloir peut être appelé « ciel'"
LDC.T28.E0017.P018,LDC.T28.E0017.P018,0,48,2,PRESERVED_INSIDE_RUN,"'- court, entoure et embrasse le « Je T’aime » et'"
LDC.T28.E0017.P019,LDC.T28.E0017.P019,0,49,2,PRESERVED_INSIDE_RUN,'- se transmue en ce « Je T’aime » de la créature.'
LDC.T28.E0017.P020,LDC.T28.E0017.P020,0,69,2,PRESERVED_INSIDE_RUN,'Et l’Amour divin rend le « Je T’aime » de la créature tellement grand'
LDC.T28.E0017.P022,LDC.T28.E0017.P022,0,91,2,PRESERVED_INSIDE_RUN,"'Et nous sentons les fibres, la vie de notre amour dans le petit «Je T’aime» de la créature.'"
LDC.T28.E0017.P023,LDC.T28.E0017.P023,0,108,4,PRESERVED_INSIDE_RUN,'Et nous répondons à ce «Je T’aime» en donnant le bonheur de notre amour au petit «Je T’aime» de la créature.'
LDC.T28.E0017.P024,LDC.T28.E0017.P024,0,77,2,PRESERVED_INSIDE_RUN,'Ce petit «Je T’aime» ne sort plus de l’intérieur de l’Unité de notre Vouloir.'
LDC.T28.E0017.P025,LDC.T28.E0017.P025,0,132,2,PRESERVED_INSIDE_RUN,"'Et en restant là, le «Je T’aime» se diffuse tellement dans l’orbite du Fiat qu’il ne fait plus que suivre partout la Volonté Divine.'"
LDC.T28.E0023.P032,LDC.T28.E0023.P032,0,57,2,PRESERVED_INSIDE_RUN,'- un « Merci » de gratitude pour tant de folies d’Amour ?'
LDC.T28.E0001.P046,LDC.T28.E0001.P046,0,80,2,PRESERVED_INSIDE_RUN,'- l’Amour inépuisable qui jamais ne dit « C’est assez » et veut toujours donner.'
LDC.T28.E0009.P046,LDC.T28.E0009.P046,0,88,2,PRESERVED_INSIDE_RUN,'Il ne savait pas dire « C’est assez !». Notre Amour voulait continuer son Œuvre d’Amour.'
LDC.T28.E0003.P053,LDC.T28.E0003.P053,0,59,1,PRESERVED_INSIDE_RUN,"'Ma fille, sais-tu ce que signifie « Unité de Volonté Divine'"
LDC.T28.E0021.P058,LDC.T28.E0021.P058,0,196,4,PRESERVED_INSIDE_RUN,"'- placer ton « Je T’aime » sur chaque Acte de Ma Volonté afin de revêtir les Actes de Ma Volonté de tes « Je T’aime », J’entends le doux so"
LDC.T28.E0006.P059,LDC.T28.E0006.P059,0,66,2,PRESERVED_INSIDE_RUN,'- tes continuels « Je t’aime » forment la Vie de Mon Amour en toi.'
LDC.T28.E0002.P061,LDC.T28.E0002.P061,0,207,1,PRESERVED_INSIDE_RUN,"'Il aurait été contre la nature de notre Amour de ne pas faire de notre fils un propriétaire, lui que Nous aimions tant et qui Nous aimait. "
LDC.T28.E0011.P061,LDC.T28.E0011.P061,0,82,2,PRESERVED_INSIDE_RUN,"'Ma fille, tu as oublié qu’un seul « Je T’aime » dans Ma Volonté Divine a la vertu,'"
LDC.T28.E0029.P061,LDC.T28.E0029.P061,48,133,2,PRESERVED_INSIDE_RUN,"'Ma fille, l’Amour vrai, accompagné par ces paroles « Je T’aime », ne Me lasse jamais.'"
LDC.T28.E0011.P064,LDC.T28.E0011.P064,0,51,2,PRESERVED_INSIDE_RUN,'Le « Je T’aime » dans Ma Volonté Divine est la Vie.'
LDC.T28.E0001.P074,LDC.T28.E0001.P074,0,158,2,PRESERVED_INSIDE_RUN,"'- le « Fiat Voluntas tua sicut in Caelo et in terra », Me satisfaisant de Mon propre Sacrifice et de Ma Mort en chaque Hostie afin de faire"
LDC.T28.E0011.P074,LDC.T28.E0011.P074,0,46,2,PRESERVED_INSIDE_RUN,"'Par conséquent, «Je T’aime» n’est rien d’autre'"
LDC.T28.E0011.P076,LDC.T28.E0011.P076,0,67,2,PRESERVED_INSIDE_RUN,"'Étant Vie, ton premier « Je T’aime » veut être nourri pour grandir.'"
LDC.T28.E0011.P078,LDC.T28.E0011.P078,0,59,3,PRESERVED_INSIDE_RUN,"'Et en répétant tes « Je T’aime », ton premier « Je T’aime »'"
LDC.T28.E0011.P081,LDC.T28.E0011.P081,0,73,2,PRESERVED_INSIDE_RUN,'Et répétant tes « Je T’aime » il sert à multiplier autant de Vies d’Amour'
LDC.T28.E0011.P082,LDC.T28.E0011.P082,0,43,2,PRESERVED_INSIDE_RUN,'- que de « Je T’aime » que tu as prononcés.'
LDC.T28.E0011.P084,LDC.T28.E0011.P084,0,74,4,PRESERVED_INSIDE_RUN,'- un «Je T’aime» appelle et rappelle avec insistance l’autre «Je T’aime ».'
LDC.T28.E0011.P085,LDC.T28.E0011.P085,0,172,2,PRESERVED_INSIDE_RUN,"'C’est pourquoi tu ressens un besoin, une nécessité d’Amour de suivre le cours de ton « Je T’aime ». Un vrai Bien ne reste jamais isolé, moi"
LDC.T28.E0011.P089,LDC.T28.E0011.P089,0,37,2,PRESERVED_INSIDE_RUN,"'Par conséquent, un « Je T’aime » sert'"
LDC.T28.E0029.P089,LDC.T28.E0029.P089,0,40,2,PRESERVED_INSIDE_RUN,"'Par conséquent, ton « Je t’aime » sert à'"
LDC.T28.E0011.P090,LDC.T28.E0011.P090,0,47,2,PRESERVED_INSIDE_RUN,'- à rappeler à la vie un autre « Je T’aime » et'
LDC.T28.E0011.P092,LDC.T28.E0011.P092,0,45,2,PRESERVED_INSIDE_RUN,'Les « Je T’aime » sont des Pas de Vie d’Amour'
LDC.T28.E0011.P094,LDC.T28.E0011.P094,0,90,2,PRESERVED_INSIDE_RUN,"'Aussi, ne t’arrête pas. Continue la course de ton « Je T’aime» pour Celui qui t’aime tant.'"
LDC.T28.E0033.P114,LDC.T28.E0033.P114,0,59,1,PRESERVED_INSIDE_RUN,'- ce que veut dire « faire une chose dans Ma Volonté Divine'
LDC.T29.E0025.P014,LDC.T29.E0025.P014,0,120,3,PRESERVED_INSIDE_RUN,"'- de placer pour Moi tes « Je t’aime » dans ce qu’elle faisait, est-ce que Je pouvais cesser de dire : « Mes deux Mamans'"
LDC.T29.E0036.P014,LDC.T29.E0036.P014,0,110,1,PRESERVED_INSIDE_RUN,'C’est-à-dire : « Je consume Ma vie dans un Amour continuel afin de faire vivre Celui que J’aime éternellement.'
LDC.T29.E0028.P027,LDC.T29.E0028.P027,0,97,2,PRESERVED_INSIDE_RUN,'- les doux «Je t’aime » de la créature afin de pouvoir donner libre cours à notre Amour et dire :'
LDC.T29.E0011.P028,LDC.T29.E0011.P028,0,47,2,PRESERVED_INSIDE_RUN,'- le tonnerre continuel de tes « Je t’aime » et'
LDC.T29.E0025.P030,LDC.T29.E0025.P030,0,90,1,PRESERVED_INSIDE_RUN,'- et lui donnent la maternité de nature. Comment alors ne pas répéter : « Mes deux Mamans.'
LDC.T29.E0008.P040,LDC.T29.E0008.P040,0,145,2,PRESERVED_INSIDE_RUN,"'De ses hauteurs où cet Acte ne dit jamais « c’est assez », Il projette une Infinité d’effets qui lui font tenir dans sa main le Ciel et la "
LDC.T29.E0021.P041,LDC.T29.E0021.P041,0,56,1,PRESERVED_INSIDE_RUN,"'Et dans ce témoignage d’Amour Elle répète : « Fiat, Fiat'"
LDC.T29.E0017.P057,LDC.T29.E0017.P057,2,76,1,PRESERVED_INSIDE_RUN,'sa tête écrasée par le pied de la Reine immaculée » trouve son achèvement.'
LDC.T29.E0023.P068,LDC.T29.E0023.P068,0,121,1,PRESERVED_INSIDE_RUN,'- dans la diversité des beautés de la nature. Nos Œuvres ont une voix commune. Toutes t’appellent « fille du Père céleste'
LDC.T29.E0023.P071,LDC.T29.E0023.P071,0,109,2,PRESERVED_INSIDE_RUN,"'- à notre tendre Voix qui t’appelle fille, Nous pouvons entendre ta voix Nous appeler « Père » et Nous dire :'"
LDC.T29.E0018.P082,LDC.T29.E0018.P082,0,67,1,PRESERVED_INSIDE_RUN,"'Et Moi, sais-tu ce que Je dis ? « Ah ! Ma fille ne connaît pas bien'"
LDC.T29.E0044.P086,LDC.T29.E0044.P086,0,80,1,PRESERVED_INSIDE_RUN,"'- pour exécuter chacun sa fonction, ils sortent le drapeau avec la devise « Fiat'"
LDC.T29.E0036.P087,LDC.T29.E0036.P087,0,67,1,PRESERVED_INSIDE_RUN,'Et ainsi tu peux dire toi aussi : « Je passe Ma journée avec Jésus.'
LDC.T29.E0007.P089,LDC.T29.E0007.P089,0,38,1,PRESERVED_INSIDE_RUN,'sais-tu alors que fait ton « Je t’aime'
LDC.T29.E0025.P112,LDC.T29.E0025.P112,0,96,2,PRESERVED_INSIDE_RUN,"'- cela se peut, mais que le Père lui dise : « Tu resteras dans le jeûne », Il ne le fera jamais.'"
LDC.T29.E0017.P124,LDC.T29.E0017.P124,0,81,2,PRESERVED_INSIDE_RUN,'- qu’à travers toi Je ferai que la prière « Que ton Règne arrive » s’accomplisse.'
LDC.T30.E0018.P036,LDC.T30.E0018.P036,0,184,2,PRESERVED_INSIDE_RUN,"'- prendre pour ainsi dire en main tous les actes de la créature pour l’appeler à y mettre du Sien, afin que ce soit Mon « Je vous aime » et"
LDC.T30.E0018.P068,LDC.T30.E0018.P068,2,106,1,PRESERVED_INSIDE_RUN,"'Nous avons tout fait et il ne reste rien à faire de notre part », comme Je l’ai dit dans la Rédemption :'"
LDC.T30.E0024.P074,LDC.T30.E0024.P074,0,111,1,PRESERVED_INSIDE_RUN,"'J’ai commandé qu’on lui enlève les bandages et Je l’ai appelé avec l’empire de Ma Voix : « Lazare, sors de là !'"
LDC.T30.E0018.P075,LDC.T30.E0018.P075,0,219,2,PRESERVED_INSIDE_RUN,"'C’est pourquoi Je te redis toujours : « Sois attentive. » N’omets rien, faisons notre part lorsqu’il n’y a rien d’autre à faire. Les circon"
LDC.T30.E0003.P091,LDC.T30.E0003.P091,14,27,1,PRESERVED_INSIDE_RUN,'et « Aime-Moi'
LDC.T30.E0003.P094,LDC.T30.E0003.P094,0,138,2,PRESERVED_INSIDE_RUN,'Oh ! combien Nous attendons le « Je t’aime » de la créature pour lui faire prendre sa place dans notre Amour et pour avoir le doux plaisir'
LDC.T30.E0003.P095,LDC.T30.E0003.P095,0,50,2,PRESERVED_INSIDE_RUN,"'- de pouvoir lui dire : « Je t’aime, ô enfant » et'"
LDC.T30.E0027.P096,LDC.T30.E0027.P096,0,35,1,PRESERVED_INSIDE_RUN,'Lorsqu’elle Nous dit « Je Vous aime'
LDC.T30.E0027.P097,LDC.T30.E0027.P097,0,175,2,PRESERVED_INSIDE_RUN,"'Nous lui redisons « Nous t’aimons, ô fille. » Lorsqu’elle Nous fait réparation, Nous la pressons sur notre Cœur. Lorsqu’elle Nous rend grâc"
LDC.T30.E0032.P124,LDC.T30.E0032.P124,0,45,1,PRESERVED_INSIDE_RUN,'D’autant plus qu’il s’agit de « donner la Vie'
LDC.T30.E0022.P134,LDC.T30.E0022.P134,0,70,1,PRESERVED_INSIDE_RUN,'Et c’est alors qu’elles s’exclament « Que la Volonté Divine soit faite'
LDC.T31.E0004.P002,LDC.T31.E0004.P002,0,316,4,PRESERVED_INSIDE_RUN,"'(2) Petite fille de Mon Vouloir, tu dois savoir que J’aime ton « Je t’aime » et que Je l’attends toujours. Je t’aime et ne cesse jamais de "
LDC.T31.E0004.P003,LDC.T31.E0004.P003,0,146,4,PRESERVED_INSIDE_RUN,"'Par contre, lorsque Mon « Je t’aime » court et trouve le tien prêt à être donné et à recevoir Mes « Je t’aime », Mon amour se sent payé de "
LDC.T31.E0004.P004,LDC.T31.E0004.P004,0,372,8,PRESERVED_INSIDE_RUN,"'Et il n’y a pas de laps de temps entre Mon « Je t’aime » et ton « Je t’aime ». Il y a une course, une compétition d’amour entre le Créateur"
LDC.T31.E0018.P004,LDC.T31.E0018.P004,0,420,1,PRESERVED_INSIDE_RUN,"'Et tout ce que le Fiat submerge et enferme dans son immensité répète cet acte de la créature. Ainsi, lorsque tu M’aimes, que tu M’adores, M"
LDC.T31.E0004.P007,LDC.T31.E0004.P007,0,371,2,PRESERVED_INSIDE_RUN,'Oh ! si tu savais comme Mon Cœur est blessé et combien il souffre lorsque Je dis « Je t’aime » et que la créature n’entend pas l’appel de M
LDC.T31.E0023.P007,LDC.T31.E0023.P007,0,203,2,PRESERVED_INSIDE_RUN,'Ce n’est rien comparé au travail d’écriture d’un seul caractère. Tel est ton « Je t’aime » : c’est la ponctuation dans l’écriture de ta vie
LDC.T31.E0028.P007,LDC.T31.E0028.P007,0,346,1,PRESERVED_INSIDE_RUN,"'Mais si ces vérités ont à peine fleuri et n’ont pas été consommées par une profonde étude et avec un amour qui génère l’appétit, pourquoi s"
LDC.T31.E0021.P008,LDC.T31.E0021.P008,0,128,2,PRESERVED_INSIDE_RUN,"'Ma fille, « aime-Moi, aime-Moi. Je suis né pour aimer et être aimé. » Afin d’agir en Dieu, Ma naissance devait être universelle.'"
LDC.T31.E0023.P008,LDC.T31.E0023.P008,0,374,2,PRESERVED_INSIDE_RUN,"'La ponctuation de ton « Je t’aime » met de l’ordre dans tous tes actes, replace les idées, donne l’expression la plus belle et te fait conn"
LDC.T31.E0013.P009,LDC.T31.E0013.P009,0,353,2,PRESERVED_INSIDE_RUN,"'Par conséquent, il lui faut faire usage de cette même Volonté dans laquelle elle a travaillé afin de le conserver en dépôt. De plus, tout c"
LDC.T31.E0021.P009,LDC.T31.E0021.P009,0,394,2,PRESERVED_INSIDE_RUN,'Je n’aurais pas agi en Dieu si Je n’étais pas né de façon universelle pour que chacun puisse dire : « le céleste Enfant est né pour Moi. Il
LDC.T31.E0025.P009,LDC.T31.E0025.P009,0,200,1,PRESERVED_INSIDE_RUN,"'Ainsi, afin de pouvoir donner, Je veux ce qui est petit et insignifiant, même comme prétexte pour pouvoir donner ce qui est grand et pouvoi"
LDC.T31.E0023.P010,LDC.T31.E0023.P010,0,424,2,PRESERVED_INSIDE_RUN,"'Ton « Je t’aime » s’unit à la ponctuation divine. En ponctuant, il reconnaît la valeur de nos caractères. Il apprend à lire notre page. Il "
LDC.T31.E0015.P011,LDC.T31.E0015.P011,0,256,2,PRESERVED_INSIDE_RUN,"'Par conséquent, sois attentive et avec courage et sans réserve aucune, donne-Moi ce qui est mien et donne-Moi tout de toi-même afin que Je "
LDC.T31.E0023.P011,LDC.T31.E0023.P011,0,224,4,PRESERVED_INSIDE_RUN,"'Plus encore, ton « Je t’aime» possède la vertu naturelle d’être converti en bien. Je prends, Moi, avec un amour total, les points et les vi"
LDC.T31.E0004.P012,LDC.T31.E0004.P012,0,287,2,PRESERVED_INSIDE_RUN,"'C’est pourquoi J’aime tant ton « Je t’aime » et Je le veux dans tous Mes actes, dans toutes les choses créées, et dans chaque acte des créa"
LDC.T31.E0005.P013,LDC.T31.E0005.P013,0,138,1,PRESERVED_INSIDE_RUN,'Si seulement tu savais ce qu’est Mon premier travail après Mon repos ! Je commence Mon travail en disant à la créature un doux « Je t’aime'
LDC.T31.E0019.P013,LDC.T31.E0019.P013,0,193,2,PRESERVED_INSIDE_RUN,"'Ainsi, chaque « Je t’aime » de la créature est pour Moi un triomphe. Et bien que Je l’aie Moi-même placé là secrètement, il M’importe peu q"
LDC.T31.E0023.P013,LDC.T31.E0023.P013,0,128,3,PRESERVED_INSIDE_RUN,"'Mais dis-Moi, Ma fille, pourquoi Me dis-tu « Je t’aime » et pourquoi veux-tu revêtir toutes les choses créées de ton « Je t’aime'"
LDC.T31.E0023.P013,LDC.T31.E0023.P013,212,383,2,PRESERVED_INSIDE_RUN,"'Par conséquent, tu dis « Je t’aime » parce que tu M’aimes. Mon plus grand bonheur, Mes soupirs, Mes attentes et Mes délires ne sont-ils pas"
LDC.T31.E0019.P014,LDC.T31.E0019.P014,0,241,2,PRESERVED_INSIDE_RUN,"'De plus, Je tiens à ce qu’il soit venu de la volonté de la créature, de sa voix. Me sentant touché, Je le ressens comme un amour venu de la"
LDC.T31.E0023.P014,LDC.T31.E0023.P014,0,202,4,PRESERVED_INSIDE_RUN,"'Ne sais-tu pas qu’avec chaque « Je t’aime » Je murmure dans l’oreille de ton cœur : « Je t’aime », et que Je place la ponctuation céleste s"
LDC.T31.E0004.P015,LDC.T31.E0004.P015,0,276,4,PRESERVED_INSIDE_RUN,"'Je verrai à le rendre grand ou petit. Et ton « Je t’aime », Je le veux dans le battement de ton cœur, dans l’air que tu respires, dans le s"
LDC.T31.E0019.P015,LDC.T31.E0019.P015,0,176,2,PRESERVED_INSIDE_RUN,"'Tu cherches à couvrir le ciel et la terre, et tout ce qui est animé et inanimé par ton « Je t’aime », ainsi Je vois toute chose parsemée de"
LDC.T31.E0005.P016,LDC.T31.E0005.P016,0,652,10,PRESERVED_INSIDE_RUN,"'La créature enivrée, grisée, Me laisse faire tout ce que Je veux, jusqu’à sacrifier sa propre vie. Parce que Mon « Je t’aime » sorti des pr"
LDC.T31.E0019.P016,LDC.T31.E0019.P016,0,176,1,PRESERVED_INSIDE_RUN,"'Et, ravi, Je dis dans la force de Mon amour : « Oh ! oui, comme Je suis heureux. Je suis déjà aimé. Et si Je triomphe dans l’amour de la cr"
LDC.T31.E0005.P017,LDC.T31.E0005.P017,0,721,8,PRESERVED_INSIDE_RUN,"'À ce moment-là, la créature se sent sous la pluie d’un immense « Je t’aime ». Et noyée dans Mon amour, elle se laisse faire, sans dire un m"
LDC.T31.E0019.P019,LDC.T31.E0019.P019,0,274,3,PRESERVED_INSIDE_RUN,"'Ma chère fille, tu dois savoir que ce que Je désire et ce qui M’intéresse le plus est de faire savoir que J’aime la créature. Je veux dire "
LDC.T31.E0024.P020,LDC.T31.E0024.P020,0,245,1,PRESERVED_INSIDE_RUN,"'Et ces âmes sont Mes conquérantes qui administrent leur vie à ce pauvre indigent et qui Me disent : « Mon amour, tu as eu ton tour pour sou"
LDC.T31.E0027.P021,LDC.T31.E0027.P021,0,311,2,PRESERVED_INSIDE_RUN,"'Et si nous ne sommes pas satisfaits d’une telle immensité d’amour, notre Être suprême agit comme un pêcheur et cherche à pêcher quelques go"
LDC.T31.E0029.P021,LDC.T31.E0029.P021,0,357,2,PRESERVED_INSIDE_RUN,"'Ma souffrance était grande et ces fleurs Me tiraient les larmes des yeux, car Je sentais pénétrer plus intensément le clou du vouloir humai"
LDC.T31.E0002.P022,LDC.T31.E0002.P022,0,250,2,PRESERVED_INSIDE_RUN,"'Les craintes, les soucis et les doutes sont des tempêtes. Ils empêchent le murmure continuel de ton paisible « Je t’aime » qui doit couler "
LDC.T31.E0019.P022,LDC.T31.E0019.P022,0,318,2,PRESERVED_INSIDE_RUN,"'C’est pourquoi J’aime tant tes « Je t’aime ». Lorsque tu le dis, il prend la forme d’une flamme rafraîchissante qui en venant dans Mon gran"
LDC.T31.E0008.P024,LDC.T31.E0008.P024,0,296,2,PRESERVED_INSIDE_RUN,"'Nous ressentons un besoin irrésistible d’Amour de partir à la recherche de tous et de tout, Rien ne nous échappe, pas même un battement de "
LDC.T31.E0019.P024,LDC.T31.E0019.P024,0,265,1,PRESERVED_INSIDE_RUN,"'Ma fille, les cieux et la terre sont remplis et inondés de Mon amour. Il n’est pas de lieu où Mon amour ne ressente le besoin de déborder p"
LDC.T31.E0019.P025,LDC.T31.E0019.P025,0,296,3,PRESERVED_INSIDE_RUN,"'Et Mon amour est tout oreilles pour entendre la créature prononcer son « Je t’aime ». Si elle l’affirme, Mon amour se sent rassuré dans la "
LDC.T31.E0019.P026,LDC.T31.E0019.P026,0,319,2,PRESERVED_INSIDE_RUN,"'Chaque « Je t’aime » de la créature est un exutoire à Mon amour. Cet amour, en entrant dans le mien, est incorporé dans Mon propre amour qu"
LDC.T31.E0019.P027,LDC.T31.E0019.P027,0,168,2,PRESERVED_INSIDE_RUN,'Vois-tu alors ce qu’est la longue psalmodie de tes « Je t’aime » ? Ce sont autant d’exutoires que tu donnes à ton Jésus Ils M’appellent à v
LDC.T31.E0019.P028,LDC.T31.E0019.P028,0,343,3,PRESERVED_INSIDE_RUN,"'Par conséquent, Je veux que tu Me dises toujours ton « Je t’aime ». Je veux le voir dans tout ce que J’ai fait pour toi. J’aime toujours l’"
LDC.T31.E0019.P029,LDC.T31.E0019.P029,0,90,1,PRESERVED_INSIDE_RUN,"'Et Je reste là dans Ma peine et J’attends ton cher petit refrain : « Je t’aime, Je t’aime.'"
