stable_ref,paragraph_id,speaker,run_start,run_end,source_segments_merged,presentation,run_text
LDC.T31.E0023.P010,LDC.T31.E0023.P010,JESUS,0,424,3,block,"'Ton « Je t’aime » s’unit à la ponctuation divine. En ponctuant, il reconnaît la valeur de nos caractères. Il apprend à "
LDC.T31.E0015.P011,LDC.T31.E0015.P011,JESUS,0,256,3,block,"'Par conséquent, sois attentive et avec courage et sans réserve aucune, donne-Moi ce qui est mien et donne-Moi tout de t"
LDC.T31.E0023.P011,LDC.T31.E0023.P011,JESUS,0,224,5,block,"'Plus encore, ton « Je t’aime» possède la vertu naturelle d’être converti en bien. Je prends, Moi, avec un amour total, "
LDC.T31.E0004.P012,LDC.T31.E0004.P012,JESUS,0,287,3,block,"'C’est pourquoi J’aime tant ton « Je t’aime » et Je le veux dans tous Mes actes, dans toutes les choses créées, et dans "
LDC.T31.E0005.P013,LDC.T31.E0005.P013,JESUS,0,138,2,block,'Si seulement tu savais ce qu’est Mon premier travail après Mon repos ! Je commence Mon travail en disant à la créature 
LDC.T31.E0019.P013,LDC.T31.E0019.P013,JESUS,0,193,3,block,"'Ainsi, chaque « Je t’aime » de la créature est pour Moi un triomphe. Et bien que Je l’aie Moi-même placé là secrètement"
LDC.T31.E0023.P013,LDC.T31.E0023.P013,JESUS,0,128,4,block,"'Mais dis-Moi, Ma fille, pourquoi Me dis-tu « Je t’aime » et pourquoi veux-tu revêtir toutes les choses créées de ton « "
LDC.T31.E0023.P013,LDC.T31.E0023.P013,JESUS,212,383,3,block,"'Par conséquent, tu dis « Je t’aime » parce que tu M’aimes. Mon plus grand bonheur, Mes soupirs, Mes attentes et Mes dél"
LDC.T31.E0019.P014,LDC.T31.E0019.P014,JESUS,0,241,3,block,"'De plus, Je tiens à ce qu’il soit venu de la volonté de la créature, de sa voix. Me sentant touché, Je le ressens comme"
LDC.T31.E0023.P014,LDC.T31.E0023.P014,JESUS,0,202,5,block,"'Ne sais-tu pas qu’avec chaque « Je t’aime » Je murmure dans l’oreille de ton cœur : « Je t’aime », et que Je place la p"
LDC.T31.E0004.P015,LDC.T31.E0004.P015,JESUS,0,276,5,block,"'Je verrai à le rendre grand ou petit. Et ton « Je t’aime », Je le veux dans le battement de ton cœur, dans l’air que tu"
LDC.T31.E0019.P015,LDC.T31.E0019.P015,JESUS,0,176,3,block,"'Tu cherches à couvrir le ciel et la terre, et tout ce qui est animé et inanimé par ton « Je t’aime », ainsi Je vois tou"
LDC.T31.E0005.P016,LDC.T31.E0005.P016,JESUS,0,652,11,block,"'La créature enivrée, grisée, Me laisse faire tout ce que Je veux, jusqu’à sacrifier sa propre vie. Parce que Mon « Je t"
LDC.T31.E0019.P016,LDC.T31.E0019.P016,JESUS,0,176,2,block,"'Et, ravi, Je dis dans la force de Mon amour : « Oh ! oui, comme Je suis heureux. Je suis déjà aimé. Et si Je triomphe d"
LDC.T31.E0005.P017,LDC.T31.E0005.P017,JESUS,0,721,9,block,"'À ce moment-là, la créature se sent sous la pluie d’un immense « Je t’aime ». Et noyée dans Mon amour, elle se laisse f"
LDC.T31.E0019.P019,LDC.T31.E0019.P019,JESUS,0,274,4,block,"'Ma chère fille, tu dois savoir que ce que Je désire et ce qui M’intéresse le plus est de faire savoir que J’aime la cré"
LDC.T31.E0024.P020,LDC.T31.E0024.P020,JESUS,0,245,2,block,"'Et ces âmes sont Mes conquérantes qui administrent leur vie à ce pauvre indigent et qui Me disent : « Mon amour, tu as "
LDC.T31.E0027.P021,LDC.T31.E0027.P021,JESUS,0,311,3,block,"'Et si nous ne sommes pas satisfaits d’une telle immensité d’amour, notre Être suprême agit comme un pêcheur et cherche "
LDC.T31.E0029.P021,LDC.T31.E0029.P021,JESUS,0,357,3,block,"'Ma souffrance était grande et ces fleurs Me tiraient les larmes des yeux, car Je sentais pénétrer plus intensément le c"
LDC.T31.E0002.P022,LDC.T31.E0002.P022,JESUS,0,250,3,block,"'Les craintes, les soucis et les doutes sont des tempêtes. Ils empêchent le murmure continuel de ton paisible « Je t’aim"
LDC.T31.E0019.P022,LDC.T31.E0019.P022,JESUS,0,318,3,block,"'C’est pourquoi J’aime tant tes « Je t’aime ». Lorsque tu le dis, il prend la forme d’une flamme rafraîchissante qui en "
LDC.T31.E0008.P024,LDC.T31.E0008.P024,JESUS,0,296,3,block,"'Nous ressentons un besoin irrésistible d’Amour de partir à la recherche de tous et de tout, Rien ne nous échappe, pas m"
LDC.T31.E0019.P024,LDC.T31.E0019.P024,JESUS,0,265,2,block,"'Ma fille, les cieux et la terre sont remplis et inondés de Mon amour. Il n’est pas de lieu où Mon amour ne ressente le "
LDC.T31.E0019.P025,LDC.T31.E0019.P025,JESUS,0,296,4,block,"'Et Mon amour est tout oreilles pour entendre la créature prononcer son « Je t’aime ». Si elle l’affirme, Mon amour se s"
LDC.T31.E0019.P026,LDC.T31.E0019.P026,JESUS,0,319,3,block,"'Chaque « Je t’aime » de la créature est un exutoire à Mon amour. Cet amour, en entrant dans le mien, est incorporé dans"
LDC.T31.E0019.P027,LDC.T31.E0019.P027,JESUS,0,168,3,block,'Vois-tu alors ce qu’est la longue psalmodie de tes « Je t’aime » ? Ce sont autant d’exutoires que tu donnes à ton Jésus
LDC.T31.E0019.P028,LDC.T31.E0019.P028,JESUS,0,343,4,block,"'Par conséquent, Je veux que tu Me dises toujours ton « Je t’aime ». Je veux le voir dans tout ce que J’ai fait pour toi"
LDC.T31.E0019.P029,LDC.T31.E0019.P029,JESUS,0,90,2,block,"'Et Je reste là dans Ma peine et J’attends ton cher petit refrain : « Je t’aime, Je t’aime.'"
LDC.T31.E0002.P030,LDC.T31.E0002.P030,JESUS,0,209,2,block,'Ah ! la vie dans la Divine Volonté appelle le Ciel sur la terre. Sa lumière écrit sur le front en lettres indélébiles :
LDC.T31.E0020.P030,LDC.T31.E0020.P030,JESUS,0,145,3,block,"'Et Je peux alors dire en fait et non en paroles : « Ce qui est à Moi est à toi, et J’ai tout fait pour toi. » Avec cela"
LDC.T31.E0028.P030,LDC.T31.E0028.P030,JESUS,0,132,2,block,'C’est la même chose avec Ma Volonté quand J’ai dit spontanément : « Priez pour que Ma Volonté soit faite sur la terre c
LDC.T31.E0019.P033,LDC.T31.E0019.P033,JESUS,0,225,3,block,"'Alors, chacun de tes « Je t’aime » devient un autre petit morceau de bois que tu jettes dans l’océan immense de Mon amo"
LDC.T32.E0006.P003,LDC.T32.E0006.P003,JESUS,0,466,4,block,"'Tu dois donc savoir que notre Fiat a étendu cette voûte azurée que notre amour a constellée d’étoiles, mettant en chacu"
LDC.T32.E0007.P004,LDC.T32.E0007.P004,JESUS,0,394,3,block,'Mon céleste Père ne peut rien refuser à son Fils unique abandonné entre ses bras. Mon abandon de chaque instant était l
LDC.T32.E0009.P005,LDC.T32.E0009.P005,JESUS,4,167,2,block,"'Ma bienheureuse fille, lorsque l’âme entre dans Mon Vouloir, Il lui dit avec son empire : « Oublie tout, même la maison"
LDC.T32.E0024.P005,LDC.T32.E0024.P005,JESUS,0,385,3,block,"'Il tourne autour d’elle en toutes choses et semble lui dire : « Regarde, c’est Moi. Je viens former Ma Vie en toi. » Et"
LDC.T32.E0029.P005,LDC.T32.E0029.P005,JESUS,4,497,2,block,'Comme il est beau de trouver notre fille au milieu de nos Œuvres. Nous sentons qu’elle veut rivaliser avec Nous. Nous a
LDC.T32.E0006.P006,LDC.T32.E0006.P006,JESUS,0,443,5,block,"'Sache que dans cette lumière, Je descends vers toi pour te dire avec force que Je t’aime, et Je tends l’oreille pour t’"
LDC.T32.E0006.P007,LDC.T32.E0006.P007,JESUS,0,213,3,block,"'J’ai créé le vent et notre amour le remplit de ses effets pour que la fraîcheur, les tourbillons, le sifflement, les gé"
LDC.T32.E0012.P007,LDC.T32.E0012.P007,JESUS,0,157,2,block,"'Et en te faisant connaître tous les aspects du mal, Je ne fais que murer ces portes et les marquer de Mon sceau en disa"
LDC.T32.E0002.P008,LDC.T32.E0002.P008,JESUS,0,236,2,block,'Et qu’elle puisse ensuite nous administrer cette nourriture dans son âme pour ne pas nous laisser jeûner et pour pouvoi
LDC.T32.E0002.P009,LDC.T32.E0002.P009,JESUS,0,138,2,block,"'L’amour est alors satisfait lorsqu’il peut dire : « Tu M’as aimé et Je t’ai aimé. Ce que tu as fait pour Moi, Je l’ai f"
LDC.T32.E0029.P009,LDC.T32.E0029.P009,JESUS,0,270,2,block,'Si bien que la créature qui vit dans notre Volonté est la rassembleuse de toutes nos Œuvres qu’elle apporte dans notre 
LDC.T32.E0002.P011,LDC.T32.E0002.P011,JESUS,0,294,3,block,'Parce que l’amour vrai se sent heureux et satisfait lorsqu’il peut dire : « Ce qui est à toi est à Moi. » Et ne crois p
LDC.T32.E0026.P011,LDC.T32.E0026.P011,JESUS,0,136,2,block,'Il se sent appelé et Il l’appelle afin de lui dire : « Y a-t-il autre chose que tu veux avoir de Mon Être divin ? Prend
LDC.T32.E0006.P012,LDC.T32.E0006.P012,JESUS,4,639,3,block,"'Ma bienheureuse fille, écoute encore Ma longue histoire d’amour. Je pourrais dire que c’est une interminable chaîne d’a"
LDC.T32.E0016.P012,LDC.T32.E0016.P012,JESUS,0,772,4,block,"'Et, oh ! quelle satisfaction et quel bonheur cela nous donne, et combien notre amour y trouve son exutoire, son échange"
LDC.T32.E0026.P012,LDC.T32.E0026.P012,JESUS,0,259,2,block,"'D’ailleurs, déjà lorsque tu M’appelles, Je prépare pour toi Ma Puissance, Mon Amour, Ma Lumière, Ma Sainteté, tout ce q"
LDC.T32.E0011.P013,LDC.T32.E0011.P013,JESUS,0,180,2,block,"'À cela, avec autant d’Amour, Jésus répond : « Ma fille, tout t’appartient. Prends de Moi ce que tu veux. D’ailleurs, pl"
LDC.T32.E0004.P014,LDC.T32.E0004.P014,JESUS,0,302,5,block,"'Ton « Je T’aime » continuel est donc le nôtre. Il est le souffle de notre Vie, il est le battement de cœur dont les pal"
LDC.T32.E0004.P015,LDC.T32.E0004.P015,JESUS,0,352,7,block,"'Ce « Je t’aime » qui est à Nous est aussi le tien, notre Souffle est aussi le tien. Et lorsque nous te donnons de l’Amo"
LDC.T32.E0029.P015,LDC.T32.E0029.P015,JESUS,0,576,3,block,"'Cette créature fait alors que tout lui appartient. Et elle aime, adore et répète ce que l’Adam innocent a fait. Ma Divi"
LDC.T32.E0001.P016,LDC.T32.E0001.P016,JESUS,0,238,3,block,'Mais elle n’attend pas comme le roi qu’on lui demande des dons et des faveurs. Car c’est elle-même qui dit : « Je suis 
LDC.T32.E0005.P016,LDC.T32.E0005.P016,JESUS,0,247,3,block,"'Ainsi, Nous ne la quittons pas un instant, nous donnons toujours, nous la tenons toujours occupée pour ne pas lui laiss"
LDC.T32.E0006.P016,LDC.T32.E0006.P016,JESUS,0,843,2,block,"'Pour les créatures. Je les aimais tant et Je voulais donner. Je voulais être le Jésus conquérant, leur donner Moi-même "
LDC.T32.E0005.P017,LDC.T32.E0005.P017,JESUS,0,297,2,block,"'Comme notre Amour est plaideur, c’est avec Justice qu’elle veut mettre dans tous ses actes tout ce qu’elle peut, tout s"
LDC.T32.E0008.P017,LDC.T32.E0008.P017,JESUS,0,232,2,block,"'Car cette dernière a tout arrêté à l’instant où elle entre dans ces régions célestes, en se disant : ‘Mon travail est t"
LDC.T32.E0001.P018,LDC.T32.E0001.P018,JESUS,0,127,3,block,"'Tu peux alors dire : « Je suis la Volonté de Dieu ». Tu peux faire de toi la guenille, le vêtement qui cache Ma Divine "
LDC.T32.E0004.P018,LDC.T32.E0004.P018,JESUS,0,109,3,block,"'Alors, sois assidue, et fais que ton « Je T’aime » soit continuel. Car il n’est que le jaillissement du Mien.'"
LDC.T32.E0006.P019,LDC.T32.E0006.P019,JESUS,0,443,3,block,"'Mais Mon amour n’aurait pas été satisfait. Étant capable de donner et de faire plus, Mon Amour serait demeuré empêché e"
LDC.T32.E0001.P025,LDC.T32.E0001.P025,JESUS,0,810,5,block,"'Par conséquent, Mon acte est toujours présent. Parce que Je veux la créature toujours avec Moi. Son amour est le seul o"
LDC.T32.E0005.P026,LDC.T32.E0005.P026,JESUS,0,106,2,block,"'Si bien que pour la créature qui vit dans notre Volonté, on peut appeler dans le temps cette voie « petite'"
LDC.T32.E0001.P029,LDC.T32.E0001.P029,JESUS,0,239,2,block,'Aie pitié de Mes larmes et de Mes souffrances. Souffrons ensemble pour que tu répètes ce que J’ai fait et pour que tu m
LDC.T32.E0028.P029,LDC.T32.E0028.P029,JESUS,0,175,2,block,'La véritable transformation et consommation se produit alors avec la créature en Dieu. Et Dieu prend une part active et
LDC.T32.E0008.P037,LDC.T32.E0008.P037,JESUS,0,384,2,block,"'Mais avec une Compassion toute paternelle nous lui disons : « Où es-tu allée ? Pauvre fille, à quoi tu as été réduite. "
LDC.T33.E0008.P003,LDC.T33.E0008.P003,JESUS,4,88,3,block,"'Petite fille de Ma Volonté, ton « Je t’aime », si petit soit-il, touche notre Amour.'"
LDC.T33.E0028.P006,LDC.T33.E0028.P006,JESUS,4,415,3,block,"""Ma petite fille, les actes, les sacrifices spontanés et non forcés que la créature fait pour Moi Me sont si agréables q"
LDC.T33.E0003.P007,LDC.T33.E0003.P007,JESUS,0,324,5,block,"""De sorte que la première leçon qu'il apprit de son Créateur, la première parole qu'il apprit à dire, la première pensée"
LDC.T33.E0031.P007,LDC.T33.E0031.P007,JESUS,0,322,7,block,"""Lorsque, toute petite, tu veux M'aimer et que tu ne sais pas comment faire, c'est ton « Je T'aime » qui te fait sauter "
LDC.T33.E0003.P008,LDC.T33.E0003.P008,JESUS,0,362,6,block,"""Il ne s'est interrompu que lorsqu'il eut le malheur de tomber dans le péché. Notre divinité était touchée d'entendre « "
LDC.T33.E0028.P008,LDC.T33.E0028.P008,JESUS,0,231,2,block,"'Tout en Elle est spontanéité. Si Elle aime, si Elle travaille, si par un Acte unique Elle donne la vie et conserve tout"
LDC.T33.E0041.P008,LDC.T33.E0041.P008,JESUS,0,273,2,block,"""Cela Me suffit et Je suis heureux de pouvoir lui dire : « Tu M'as aimé comme Je t'ai aimée. De plus, tu dois savoir que"
LDC.T33.E0052.P008,LDC.T33.E0052.P008,JESUS,0,623,3,block,"""Or pour la créature qui vit dans Ma Volonté, il est impossible de ne pas posséder son Jésus. C'est pourquoi en Me recev"
LDC.T33.E0003.P009,LDC.T33.E0003.P009,JESUS,0,157,2,block,"'Comment ne pas être touché ? Comment ne pas le payer en retour d’un Amour plus grand, plus fort, digne de notre magnifi"
LDC.T33.E0031.P009,LDC.T33.E0031.P009,JESUS,0,229,3,block,"'Ainsi, chaque fois que tu penses à faire couler des petits actes dans Ma Volonté, ta prière, tes souffrances, ton « Je "
LDC.T33.E0003.P010,LDC.T33.E0003.P010,JESUS,40,135,3,inline,"'. Mais dans notre « Je t’aime », Nous faisons couler la Vie et l’œuvre de notre Divine Volonté.'"
LDC.T33.E0016.P014,LDC.T33.E0016.P014,JESUS,0,132,2,block,"""Seule la volonté humaine, ayant été créée avec le grand don du libre arbitre afin de pouvoir nous dire librement qu'« e"
LDC.T33.E0003.P015,LDC.T33.E0003.P015,JESUS,0,195,3,block,"""Sublime leçon, ce commencement de l'Amour, qui devait courir dans toute l'œuvre de la créature. La première leçon qu'el"
LDC.T33.E0003.P016,LDC.T33.E0003.P016,JESUS,0,213,3,block,'Il aimait répondre tendrement à son « Je t’aime ». Il lui donnait en même temps la première leçon de notre Divine Volon
LDC.T33.E0003.P017,LDC.T33.E0003.P017,JESUS,0,321,3,block,"""À chaque «Je t’aime», notre Amour préparait des leçons toujours plus belles de notre Vouloir. Il en était ravi et Nous "
LDC.T33.E0046.P017,LDC.T33.E0046.P017,JESUS,0,143,3,block,"""Mais ce n'est pas tout. Car tant que Mon Amour n'est pas à l'excès, au point de dire : ‘Je n'ai plus rien à te donner’,"
LDC.T33.E0051.P028,LDC.T33.E0051.P028,JESUS,0,167,3,block,"'Et s’il n’en était pas ainsi, on ne pourrait pas dire : « Que votre Volonté soit faite sur la terre comme au Ciel ». Ce"
LDC.T34.E0014.P004,LDC.T34.E0014.P004,JESUS,340,687,2,inline,"""Je T'aime ». Notre Puissance se reflète en elle pour la soutenir. Bref, notre Sagesse se reflète en elle et la dirige N"
LDC.T34.E0044.P005,LDC.T34.E0044.P005,JESUS,0,251,4,block,"""Elles ne cessent de murmurer « Amour, Gloire, Adoration. » Si elles respirent, elles murmurent Amour. Si le sang circul"
LDC.T34.E0006.P010,LDC.T34.E0006.P010,JESUS,0,384,4,block,"'Lorsqu’elle tourne dans les actes de la Rédemption pour les faire siens, Je répète Ma Vie. Je répète Ma Conception, Ma "
LDC.T34.E0018.P010,LDC.T34.E0018.P010,JESUS,0,222,3,block,"'Et par son ‘Fiat’ elle hérita la fécondité et la Maternité Divine et humaine, elle hérita le Verbe du Père céleste, ell"
LDC.T34.E0019.P010,LDC.T34.E0019.P010,JESUS,98,231,2,inline,"""pour Moi et pour tous. Elle invita le soleil dans sa mer d'Amour. Et elle imprima sur chaque goutte de lumière son «Je "
LDC.T34.E0019.P012,LDC.T34.E0019.P012,JESUS,92,520,6,inline,""". Puis elle l'appela afin de Le caresser et qu'Il puisse ressentir avec chaque souffle le « Je t’aime, ô Fils, Je t’aim"
LDC.T34.E0006.P014,LDC.T34.E0006.P014,JESUS,0,315,3,block,"'Je trouve les cieux qui Me parlent, les soleils qui M’aiment, les vents qui gémissent d’amour pour Moi, bref, toutes le"
LDC.T34.E0020.P014,LDC.T34.E0020.P014,JESUS,0,193,2,block,"""Et Mon Amour, afin de ne pas rester derrière Mon Fiat, ressent le besoin irrésistible de courir et d'aimer chacun des a"
LDC.T34.E0034.P014,LDC.T34.E0034.P014,JESUS,0,495,2,block,"""Notre Puissance créatrice est toujours en acte. En s'identifiant à Nous comme si Nous renouvelions nos Œuvres, Nous lui"
LDC.T34.E0037.P014,LDC.T34.E0037.P014,JESUS,0,296,2,block,"""Ce sont les prodiges que sait faire Mon FIAT Omnipotent, qui, là où IL règne, ne sait faire que des Œuvres, qui Lui res"
LDC.T34.E0021.P016,LDC.T34.E0021.P016,JESUS,0,359,5,block,"""Telles sont les lois de la Vie dans Ma Volonté, « le tien » et « le mien » cessent des deux côtés, ils ne forment plus "
LDC.T34.E0034.P016,LDC.T34.E0034.P016,JESUS,0,262,2,block,"""Dans notre enthousiasme d'Amour, Nous redisons : « Comme elle est belle ! Elle est à Nous, toute à Nous, et Nous sommes"
LDC.T34.E0023.P025,LDC.T34.E0023.P025,MARY,0,158,2,block,"""Mon Cœur ne cesse d'appeler et de répéter, « Mes enfants, mes enfants, venez à votre Mère, et aimez-moi comme une Mère "
LDC.T34.E0020.P027,LDC.T34.E0020.P027,JESUS,0,337,2,block,"""Fille de Mon Vouloir, comme Je suis heureux de voir que Ma Divine Volonté agit dans l'acte de la créature. Cet acte est"
LDC.T34.E0016.P028,LDC.T34.E0016.P028,JESUS,0,166,2,block,"""Et la petitesse humaine est contrainte de dire : ‘C'est assez, Je suis déjà noyée, Je Me sens dévorée par ton Amour, Je"
LDC.T34.E0037.P028,LDC.T34.E0037.P028,JESUS,0,128,2,block,"""Quand, émue par la fièvre de notre Amour et de notre Souffle brûlant qui lui dit sans cesse : ‘Oh ! Fille, Je t'aime, J"
LDC.T34.E0016.P029,LDC.T34.E0016.P029,JESUS,0,140,3,block,"""Tu dois savoir que notre Amour n'est pas satisfait et ne dit jamais ‘c'est assez’. Peu importe ce qu'Il donne, Il veut "
LDC.T34.E0039.P032,LDC.T34.E0039.P032,JESUS,0,121,3,block,"""Et, toute Bonté, Je lui dis : ‘N’aie pas peur.’ « J'ai suppléé à tout pour toi et tu seras plus attentive, n'est-ce pas"
LDC.T34.E0045.P033,LDC.T34.E0045.P033,JESUS,0,196,2,block,"'Par conséquent, Je murmure toujours à l’oreille du cœur : « Mon enfant, reviens dans Ma Volonté, retourne à ton Origine"
LDC.T34.E0044.P035,LDC.T34.E0044.P035,JESUS,0,107,2,block,"""Notre Amour ne serait pas satisfait s'Il ne disait pas : « J'ai tout donné, Je n'ai plus rien à lui donner."""
LDC.T34.E0022.P040,LDC.T34.E0022.P040,JESUS,0,155,3,block,"'Triomphant, Il lui donne un nom nouveau. Il l’appelle « Mon Fiat ». Ce nom est le nom le plus beau, qui fera sourire to"
LDC.T34.E0034.P041,LDC.T34.E0034.P041,JESUS,0,63,2,block,"'Chacune pourra dire, ‘Tout est à Moi et Dieu Lui-même est à Moi'"
LDC.T35.E0002.P002,LDC.T35.E0002.P002,JESUS,4,289,7,block,"""Ma fille, « Je T'aime, Je T'aime. » Et toi, dis-Moi que tu M'aimes pour que Je puisse placer Mon grand « Je T'aime » su"
LDC.T35.E0029.P003,LDC.T35.E0029.P003,JESUS,4,547,3,block,"'Fille de Ma Volonté, tu dois savoir que seul ton Jésus connaît les secrets de Mon Fiat. Parce que, comme Verbe du Père,"
LDC.T35.E0027.P004,LDC.T35.E0027.P004,JESUS,0,180,3,block,"""Or, veux-tu savoir qui peut donner cette fraîcheur à l'intensité et à la plénitude de notre amour ? Le « Je t'aime » de"
LDC.T35.E0029.P004,LDC.T35.E0029.P004,JESUS,0,400,2,block,"'Lorsqu’Il créait le ciel, il t’appelait dans sa voûte azurée en disant : « Ma fille, viens voir le beau ciel que j’ai c"
LDC.T35.E0032.P005,LDC.T35.E0032.P005,JESUS,0,286,2,block,"'Peut-être plus irrésistible que la violence elle-même. Il embaume la créature de sa douceur, en lui faisant sentir la b"
LDC.T35.E0002.P006,LDC.T35.E0002.P006,JESUS,0,99,4,block,"""Ils attendent tous avec impatience le « Je T'aime » de Celui à qui ils destinaient leur « Je T'aime"""
LDC.T35.E0027.P006,LDC.T35.E0027.P006,JESUS,0,214,5,block,"""Ce « Je t'aime » chemine dans notre immensité et y forme sa petite place où s'installer. Ainsi, le « Je t'aime » de la "
LDC.T35.E0030.P006,LDC.T35.E0030.P006,JESUS,0,389,2,block,"'Parce que Mon amour, Mon doux emprisonnement, Me disait « Le dessein pour lequel tu es descendu du ciel sur la terre n’"
LDC.T35.E0002.P007,LDC.T35.E0002.P007,JESUS,0,142,3,block,"""Ainsi, sur les ailes de Ma Volonté J’envoie à tous ton « Je T'aime » pour les payer en retour de l'amour qu'ils ont pou"
LDC.T35.E0029.P007,LDC.T35.E0029.P007,JESUS,0,371,3,block,"'Elle ne se contente pas de t’appeler des hauteurs de sa sphère mais t’appelant de plus en plus, elle veut aller jusqu’e"
LDC.T35.E0027.P008,LDC.T35.E0027.P008,JESUS,0,429,3,block,"""Le « Je t'aime » de la créature est si réconfortant que Nous donnerions n'importe quoi pour le recevoir. Tu vois, celle"
LDC.T35.E0011.P009,LDC.T35.E0011.P009,JESUS,0,150,2,block,"'Alors ses ordres Nous amusent, Nous rendent joyeux, au point de lui dire : « Prends, veux-tu autre chose ? Plus tu pren"
LDC.T35.E0014.P009,LDC.T35.E0014.P009,JESUS,0,68,2,block,'Si bien que personne ne peut dire « Je n’étais pas là dans cet Acte.'
LDC.T35.E0022.P009,LDC.T35.E0022.P009,JESUS,0,450,3,block,"'Ainsi, chaque « Je t’aime » possède la vie d’amour ; Chaque adoration possède la vie de divine Adoration ; Chaque vertu"
LDC.T35.E0029.P009,LDC.T35.E0029.P009,JESUS,0,116,2,block,'Elle t’appelle dans la mer avec son murmure pour te dire : « Cette mer est à toi. Accepte-la comme un cadeau de Moi.'
LDC.T35.E0003.P010,LDC.T35.E0003.P010,JESUS,0,72,2,block,'Il nous dit : « Je suis votre Acte. Vous devez Me donner ce que Je veux.'
LDC.T35.E0014.P011,LDC.T35.E0014.P011,JESUS,0,333,3,block,'Ces actes sont comme des prétextes pour notre Amour et qui Nous disent : « La créature Nous a donné une place dans son 
LDC.T35.E0027.P011,LDC.T35.E0027.P011,JESUS,0,479,2,block,"""Aussi, dans sa fougue amoureuse IL lui dit : « Je suis si ravi que tu vives dans Mon Vouloir car tu es Ma joie et Ma fé"
LDC.T35.E0028.P011,LDC.T35.E0028.P011,JESUS,0,438,2,block,"'Et veux-tu savoir sur quoi portait Mon sermon ? Je leur ai dit : « Mes enfants, écoutez-Moi. Je vous aime beaucoup et J"
LDC.T35.E0021.P012,LDC.T35.E0021.P012,JESUS,0,186,3,block,"'La plénitude de sa lumière est telle qu’elle investit la terre tout entière, visitant tous les cœurs en apportant le ‘B"
LDC.T35.E0027.P012,LDC.T35.E0027.P012,JESUS,0,266,3,block,"""Je veux tout faire Moi-même. Si en les prenant elle Me dit : « Je prends tout dans ta Volonté parce que Je t'aime. Je v"
LDC.T35.E0011.P013,LDC.T35.E0011.P013,JESUS,0,166,2,block,"""Et ravis, Nous disons : « Quel art d'Amour elle possède ! Elle se cache dans les actes des créatures pour ne pas être r"
LDC.T35.E0021.P013,LDC.T35.E0021.P013,JESUS,0,724,3,block,"'Cette lumière déborde d’amour, d’adoration, de reconnaissance, de gratitude, de gloire et de bénédiction. Mais à qui to"
LDC.T35.E0024.P013,LDC.T35.E0024.P013,JESUS,0,187,2,block,"'Ma fille, ne sois pas surprise. Lorsque nous opérons, nos œuvres sont complètes si bien que personne ne puisse jamais d"
LDC.T35.E0030.P013,LDC.T35.E0030.P013,JESUS,0,586,2,block,'Mais Je ne voulais pas rester captif tout seul. Mon amour s’est enflammé plus encore et t’a choisie pour être prisonniè
LDC.T35.E0011.P014,LDC.T35.E0011.P014,JESUS,0,245,4,block,"""Comme c'est Nous-mêmes qui aimons, Nous lui laissons faire tout ce qu'elle veut. » Nous appelons ces actes ‘nos Actes’."
LDC.T35.E0002.P015,LDC.T35.E0002.P015,JESUS,0,190,2,block,"""Dans notre excès d'Amour, nous disons à cette créature : « Elle Nous aime et Nous devons l'aimer. Et en l’aimant, Nous "
LDC.T35.E0029.P015,LDC.T35.E0029.P015,JESUS,0,389,3,block,"'Où ne t’ai-Je pas appelée pour te donner tout ce que J’ai fait, pour épancher Mon amour, pour te faire sentir combien J"
LDC.T35.E0033.P015,LDC.T35.E0033.P015,JESUS,4,308,2,block,"'Ma bonne fille, notre Fiat a manifesté notre amour opérant, puissant et sage dans la Création. De telle sorte que toute"
LDC.T35.E0041.P015,LDC.T35.E0041.P015,JESUS,0,193,2,block,"'Si cet acte ne commence pas dans notre Volonté, l’ordre, la sainteté et la beauté en seraient absents. Cet acte ne pour"
LDC.T35.E0009.P016,LDC.T35.E0009.P016,JESUS,0,168,2,block,'- et de pouvoir dire à ton Créateur : « Ton Amour pour Moi est toujours plus grand et toujours nouveau. Toujours plus g
LDC.T35.E0024.P016,LDC.T35.E0024.P016,JESUS,0,332,3,block,"'De cette manière, chacun, les choses créées comme les créatures, peut dire : « Le soleil est à Moi. » Alors que le cent"
LDC.T35.E0026.P016,LDC.T35.E0026.P016,JESUS,0,408,2,block,'Ils la mettent en harmonie avec eux-mêmes. Ils embaument son acte et souffle en lui leur Puissance créatrice pour en fa
LDC.T35.E0029.P016,LDC.T35.E0029.P016,JESUS,0,77,2,block,'Alors Je peux dire : « J’ai été entendu. Ma fille M’a reconnu et elle M’aime.'
LDC.T35.E0031.P016,LDC.T35.E0031.P016,JESUS,0,336,2,block,"'Mon Fiat revient voir ce qu’il a fait dans l’acte de la créature et Il en est enchanté, ravi de voir une vie nouvelle. "
LDC.T35.E0025.P017,LDC.T35.E0025.P017,JESUS,0,178,3,block,"'(4) Ah ! Ma fille, tu ne comprends pas bien ce que signifie « Ne pas faire notre Volonté » : Ils nous enlèvent tous nos"
LDC.T35.E0026.P017,LDC.T35.E0026.P017,JESUS,0,257,3,block,"'Le ciel est inondé de joies et de bonheurs nouveaux. Du coup, tous en sont reconnaissants et l’appellent, tous ensemble"
